0,11
1,217
2,596
3,125
4,516
5,4
6,173
7,1060
8,842
9,93
10,108
11,366
12,51
13,142
14,68
15,1474
16,26
17,174
18,346
19,79
20,5
21,1579
22,413
23,254
24,210
25,557
26,2047
27,1339
28,1148
29,1799
30,691
31,1159
32,2727
33,3886
34,380
35,401
36,1080
37,1280
38,503
39,1149
40,937
41,436
42,2390
43,4136
44,494
45,3500
46,2828
47,556
48,3298
49,641
50,325
51,1196
52,90
53,371
54,2978
55,1994
56,2060
57,4910
58,1120
59,4431
60,2433
61,3402
62,1587
63,2428
64,846
65,519
66,1712
67,529
68,2067
69,3266
70,884
71,210
72,668
73,1038
74,3322
75,3291
76,3320
77,5558
78,4157
79,898
80,3382
81,1019
82,1322
83,3236
84,2189
85,4930
86,1213
87,1308
88,3380
89,5171
90,1718
91,1475
92,5193
93,1336
94,5713
95,699
96,3582
97,1238
98,754
99,5322
100,4330
101,3996
102,3345
103,3527
104,1787
105,3386
106,3204
107,1085
108,8643
109,1827
110,1189
111,1228
112,893
113,2736
114,900
115,1755
116,601
117,12894
118,561
119,695
120,827
121,706
122,605
123,5763
124,2856
125,1004
126,2089
127,3504
128,791
129,4076
130,2033
131,3561
132,1233
133,10387
134,3588
135,8948
136,8467
137,868
138,2391
139,1569
140,10138
141,515
142,4142
143,3257
144,4398
145,1571
146,1809
147,2981
148,1317
149,3032
150,3490
151,1651
152,6797
153,168
154,3302
155,4306
156,3479
157,3419
158,578
159,3609
160,2086
161,1543
162,4380
163,1273
164,1643
165,1752
166,1447
167,1120
168,10694
169,97
170,739
171,2300
172,175
173,328
174,6900
175,2477
176,395
177,1041
178,2776
179,1700
180,6573
181,2642
182,4245
183,425
184,3975
185,205
186,4062
187,3995
188,3966
189,624
190,550
191,3987
192,244
193,161
194,1296
195,4508
196,4255
197,2695
198,456
199,411
200,882
201,425
202,5199
203,401
204,691
205,5088
206,528
207,8350
208,3734
209,467
210,705
211,1180
212,3790
213,605
214,841
215,1254
216,5721
217,915
218,1351
219,3758
220,3996
221,772
222,2328
223,4514
224,613
225,10269
226,2526
227,4024
228,1859
229,576
230,2299
231,3613
232,3729
233,3787
234,1162
235,1088
236,736
237,3833
238,1209
239,4111
240,3542
241,1482
242,3810
243,699
244,561
245,2852
246,4009
247,4370
248,3737
249,2122
250,1199
251,448
252,1638
253,834
254,1197
255,258
256,356
257,233
258,3944
259,277
260,210
261,4152
262,275
263,214
264,2377
265,4588
266,10677
267,1232
268,2317
269,955
270,1409
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
